business_id,stars,garage,lot,street,valet,validated,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsPriceRange2,HasTV,casual,classy,divey,hipster,intimate,romantic,touristy,trendy,upscale,Alcohol,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTakeOut,BikeParking,WiFi,RestaurantsDelivery,NoiseLevel,name,city,state,is_open
FRYkg_JvsWU9xIXZsEZcVA,3.5,False,False,False,False,False,True,True,3,False,False,False,False,False,False,False,False,False,False,'full_bar',True,True,False,True,,False,,Altamura,New Orleans,LA,0
9C2rpb56aQvW0ViZHK9sPw,3.5,False,,,False,,True,True,1,True,True,False,,,False,,,,,u'full_bar',True,False,,True,u'no',False,u'average',Home Plate Sports Pub,Tucson,AZ,1
SZU9c8V2GuREDN5KgyHFJw,4.0,False,False,False,False,True,True,True,2,False,True,True,False,False,False,False,False,False,False,'beer_and_wine',False,False,True,True,u'no',True,u'average',Santa Barbara Shellfish Company,Santa Barbara,CA,1
WYYdQDjx-DsCanlP0DpImQ,4.5,False,False,True,False,False,True,False,2,True,False,False,False,False,False,False,False,False,False,'none',True,True,True,True,u'free',True,u'average',J Sushi,Philadelphia,PA,0
X_E7U2lVNEwbH_gpOBmAHQ,4.0,,False,True,False,,True,None,2,True,True,,,,False,False,,True,False,u'full_bar',True,False,True,True,'free',False,u'loud',Cerveza Jack's,Nashville,TN,1
7Du9oW73YcYFmXdtU5aiSg,3.5,False,True,False,False,False,True,False,2,True,True,False,False,False,False,False,False,False,False,u'beer_and_wine',True,True,True,,,False,u'quiet',Kinjo's Japanese Restaurant,Saint Petersburg,FL,0
3S9GYtMOYhbZl4MMPOHT0Q,4.5,False,False,True,False,False,True,True,1,False,False,False,False,False,False,False,False,False,False,'beer_and_wine',True,True,,True,u'free',,'average',The Handlebar Boise,Boise,ID,1
ZU6NodDOWaabGkeNpOWdXw,4.5,,,,,,,,,,,,,,,,,,,,,,True,,,True,,530 Pub & Grill,Clearwater,FL,1
Dtuf4vD0znzwJW9vk3iTNw,4.0,False,True,False,False,False,True,False,2,True,True,True,False,False,False,False,False,False,False,u'full_bar',True,True,True,False,u'free',True,u'average',Tomo Japanese Steakhouse and Sushi Bar,Indianapolis,IN,1
Ucl9Vo5lwrUmYbV8Dv8X5g,4.0,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,False,True,True,u'free',False,u'loud',O'Briens Irish Pub,Tampa,FL,1
6BF3eaIzHtoNHSxKTFnTyg,3.5,False,True,False,False,False,True,False,2,True,False,False,False,False,False,False,False,False,False,'full_bar',True,False,True,False,'free',False,'quiet',Mister B's Cigar Box,Avon,IN,1
4IcB3QyMEA85UTWFKh9O9A,4.5,False,False,False,False,False,,False,1,False,,,,,,,,,,,,,,,u'free',False,u'average',Eat Mah Taco @ Pal's Lounge,New Orleans,LA,0
Y6heWJJ9AmEL58fZwgi9YQ,4.0,False,True,False,False,False,True,True,2,True,True,,,,,,,True,,u'full_bar',,False,True,,u'free',True,,Rosati's Pizza,Tucson,AZ,1
6czqMScx8MRDirv7fxX7pw,4.5,False,False,False,False,False,True,,1,,,,,,,,,,,,,,True,True,,,,Frankie's Fruit Bar,Reno,NV,1
uDQgmudYDKiB6n4vwbEeDg,4.5,False,,,False,,True,False,2,False,True,True,,,,True,False,,True,u'full_bar',,True,True,,u'free',True,,Chrysalis,Franklin,TN,1
v5kwdvmg-J8g-ll0nkc3Sw,4.0,False,False,True,False,False,True,True,2,False,False,False,False,False,False,False,False,True,False,u'full_bar',False,True,True,True,u'free',False,u'average',The Libertine Liquor Bar,Indianapolis,IN,0
bqmX882_6AxVA_uHEQ70sQ,4.0,False,False,True,False,False,True,False,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,False,u'free',False,'average',Shanghai Station,Philadelphia,PA,0
Edg22x3CZkIv0GUib2oEFA,3.5,False,False,True,False,False,True,True,2,True,True,False,False,,False,False,False,,False,u'full_bar',True,True,True,True,'free',True,u'average',Mellow Mushroom,New Orleans,LA,0
VVvUBlc_WIEb8obKGq39dA,4.5,,False,False,False,,True,False,2,True,,False,False,False,,,,,,'full_bar',False,False,True,False,'no',False,,Four Green Fields,Tampa,FL,1
dJfkfBbJz7wi0RgW-ph_Eg,3.0,False,True,False,False,False,True,False,2,True,True,False,False,False,True,False,False,False,False,u'full_bar',True,True,True,True,u'no',True,u'average',Sake House,Tampa,FL,0
VbItL6RDULtnw4YvB6EhVg,3.0,False,False,True,False,False,False,False,2,False,True,False,False,False,False,False,False,False,False,u'none',True,False,True,False,u'no',False,u'average',Jon's Bar & Grille,Philadelphia,PA,0
JF7iyI3wA_AKi_iXOKi0Qw,3.5,False,True,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'free',True,u'average',Parlor Suburban Square,Ardmore,PA,0
rZw9O5lJ36m_mXeRKE4G9A,4.5,,True,,False,,,True,2,,False,True,False,False,False,False,False,False,False,u'full_bar',True,True,,,u'free',,u'average',La Sponda,Downingtown,PA,1
-7GDqSUaXrpC8Ql7nDBxWA,4.0,False,True,False,False,False,True,False,4,True,False,True,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'free',False,u'average',B2 Bluefin,Bala Cynwyd,PA,0
1E9o1SNo7UTf1XHTFPv1_Q,4.5,False,True,False,False,False,True,True,2,False,False,False,False,True,False,False,False,False,False,u'none',True,False,True,True,u'free',True,u'average',Franklin Juice Co,Franklin,TN,1
0CEUpFtaKhxbmrbSdP9MUQ,4.0,False,False,True,False,False,True,True,2,True,False,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'free',None,,Acadia,Philadelphia,PA,0
f82dhKNiUXsDVPMLqKYiIQ,4.0,False,True,False,False,False,True,False,2,False,True,True,False,False,False,False,False,False,False,u'full_bar',True,True,True,False,u'free',True,u'average',Sher-e-Punjab,Tucson,AZ,1
xJyp6RLqNRv3tSu6njPKxQ,3.0,False,True,True,False,False,True,True,2,True,True,False,False,,False,False,False,,False,u'full_bar',True,False,True,True,u'free',True,u'average',World of Beer,Exton,PA,1
PCM-vL-vRLJ4HB2OE8Nnbg,2.5,False,True,False,False,False,True,True,2,True,False,False,False,False,False,False,False,False,False,'full_bar',True,True,True,True,u'free',False,'average',Baxter's Saloon & Grill,Malvern,PA,0
vFJIK-z3QWs-3XNjs1hcZQ,4.0,False,False,True,False,False,True,False,2,False,True,True,False,False,False,False,False,True,True,u'full_bar',True,False,,True,'free',,u'average',New Orleans Jazz Market,New Orleans,LA,1
j9Kaj_6tSeXmVMYCgZithg,4.5,False,True,False,False,False,True,True,2,True,True,,False,,,False,False,True,,u'full_bar',True,True,True,False,'free',True,u'average',Noble Crust,Wesley Chapel,FL,1
4xhGQGdGqU60BIznBjqnuA,4.0,False,False,False,False,False,True,True,,True,False,False,False,False,False,False,False,False,False,u'beer_and_wine',,False,True,True,u'free',True,,California Tacos and Taproom,Isla Vista,CA,0
Wt1W6qwCvna1KzIuJRJbwA,4.0,False,True,False,False,False,True,False,2,True,True,True,False,False,False,False,False,False,False,u'none',True,True,True,True,u'no',False,u'quiet',Tokyo Mandarin,Glassboro,NJ,1
eJ77e9lGxY3ArzaoDbHhYw,2.5,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,False,True,True,u'free',True,u'loud',Paddy Whacks Irish Sports Pub - South Street,Philadelphia,PA,1
7mpYTDb24SywNMRn3yeakQ,4.0,False,False,True,False,False,True,True,2,True,True,True,False,False,False,False,False,False,False,u'full_bar',True,True,True,False,u'free',False,u'average',The Twisted Tail,Philadelphia,PA,1
_WRe3ql2DI_h3htr77Siew,5.0,True,False,True,False,False,True,False,,False,False,False,False,False,False,False,False,False,False,u'full_bar',,False,,False,u'free',,,The Office,Reno,NV,1
YZuoaOzD49ffP10PNf72nA,2.0,False,False,False,False,False,True,False,2,True,True,False,False,False,False,False,False,False,False,'full_bar',True,False,,False,,,'loud',Peace of Mind Pub & Eatery,Indianapolis,IN,1
rR30b1XWbxZFFgLyGbfNAw,4.5,False,False,True,False,False,True,False,2,False,False,True,False,False,False,False,False,False,False,u'full_bar',True,False,True,True,u'free',False,u'average',BODHI : Craft Bar + Thai Bistro,Indianapolis,IN,1
0Ze7pcwjyauf6steWfpV7g,3.5,False,False,False,False,False,True,False,2,True,False,False,False,False,False,False,False,False,False,'full_bar',True,False,,False,,,,Hand Grenades To Go,New Orleans,LA,0
46_2e1hnQ4csLrYnhn6bkw,4.0,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,'no',False,u'average',Whetstone Tavern,Philadelphia,PA,0
dIpTuL2T1L98GQGU17IeSw,4.0,False,False,True,False,False,True,True,2,True,True,True,False,True,False,False,False,False,False,u'full_bar',True,False,True,True,u'free',True,u'average',The Bricks,Tampa,FL,1
1tLrjXG-I9hkOoZxlbwDqw,4.0,,,,,,True,,1,True,False,False,False,False,False,False,False,False,False,,,,,,'free',,,Olde Black Horse,Norristown,PA,1
pNu5bd9aL3jcJClfdQ86MQ,3.5,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,'full_bar',True,True,True,True,u'free',False,u'average',Momo's Ouzaria Taverna,St Louis,MO,0
1EokZOnCDkjv2VtPtplyHw,4.0,False,False,False,False,False,True,True,2,True,False,False,False,False,False,False,False,False,False,'full_bar',True,,,True,,True,'average',Reno Downtown Joint,St Petersburg,FL,0
lPPYZr1_jx0XeW-xR9WJtw,4.0,False,False,True,False,False,,False,,False,False,True,,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'free',True,,DOSC,Edmonton,AB,1
SFKjUQ1gmfwm7cJhMCFmkA,4.0,False,True,False,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,'full_bar',True,True,True,True,u'free',True,'average',ZigZag Scallop,Hernando Beach,FL,1
ejEVU5o5F56e7XIO07xpcA,4.0,False,True,False,False,False,True,True,2,True,False,False,False,False,True,False,False,False,False,u'full_bar',False,False,,True,'free',,u'quiet',Fox & Hounds Tavern,Saint Louis,MO,1
diwwt5QBU3-Thig9SVlsOA,3.5,True,True,True,True,True,True,False,2,True,True,True,False,False,False,False,False,False,False,u'full_bar',True,False,True,False,'free',True,'average',Brew Brothers,Reno,NV,1
MObScX791gFEwtkoFA9GQg,3.5,False,True,False,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'free',False,u'average',Creekside Inn,Woodstown,NJ,1
TJe1ZGe-X0-GjOQd00kKxA,4.0,False,True,False,False,False,True,True,2,True,True,,False,,False,False,False,,False,u'full_bar',True,True,True,,,True,,Brixx Craft House,Boise,ID,1
jZoeTGRfhG9n_Jo6VMqwxw,4.0,False,True,False,False,False,,False,2,True,True,False,False,False,False,False,False,False,False,u'beer_and_wine',True,True,True,True,'free',False,u'average',Sushi Wasabi,Edmonton,AB,1
SBgr-5n-kV3EeZztYsstUQ,4.5,False,True,False,False,False,True,True,2,True,,,,,,,,,,,,,True,True,u'free',False,,Locust Lane Craft Brewery,Malvern,PA,1
qma1sGQv7ArUtzuUTQElRg,4.0,False,True,False,False,False,True,True,2,True,True,False,False,,False,False,False,True,False,u'full_bar',True,True,True,False,'no',False,u'very_loud',Katie's Pizza & Pasta Osteria,Town and Country,MO,1
zjQDk4tZyhEroyqtkgvx0g,3.5,False,False,True,False,False,True,True,2,True,True,,,False,,False,False,,,u'full_bar',True,False,True,False,u'free',False,u'average',The Cobblestone Eatery and Drinkery,Lebanon,IL,1
EEc3X2r94uNhCz_jOTSzHg,4.5,False,True,False,False,False,True,None,1,False,False,False,False,False,False,False,False,False,False,,True,False,True,True,'free',,u'average',Blackrock Brewers,Tucson,AZ,1
kfGz2E7Y5FLXJyiKbQYfZg,3.5,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,False,u'free',True,u'average',The Irish Times,Philadelphia,PA,0
H3JjbID9Zhukpqr9uupHAA,3.0,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,'full_bar',True,False,True,True,'no',False,u'average',Jackson's Bar & Bistro - Nashville,Nashville,TN,0
jsQQu9rVerR3OGxIa0hRQQ,3.0,False,False,True,False,False,True,False,2,True,True,True,False,False,False,False,False,False,False,'full_bar',True,False,True,True,u'free',False,u'loud',Kelly's Taproom,Bryn Mawr,PA,1
UX3eq0WsVva-cqlVrzyzFg,3.0,True,True,True,False,False,True,True,2,True,True,False,False,False,False,False,False,,False,'full_bar',True,True,True,True,u'no',True,u'average',Cantina Los Tres Hombres,Sparks,NV,1
1o_M5JdOkJJFNj1rIDIlng,4.0,,,,,,True,,,,,,,,,,,,,,,,True,True,u'free',True,,The Juice Pod,Springfield,PA,1
q9dLguaNI58Rs5GJuJAWIg,4.5,False,True,False,False,False,True,True,2,True,,False,True,,,,False,,False,u'full_bar',,,,,u'free',,,Dead Ringer Analog Bar,Reno,NV,1
PdMXmOWDRHICAx6SLgu1dQ,3.5,False,True,True,False,True,True,True,2,True,True,False,False,False,False,False,False,True,False,u'full_bar',True,True,True,True,u'free',True,u'loud',24,Philadelphia,PA,0
sOcGOqOeObtIBhuvcWuY8g,2.5,False,False,False,False,False,,False,1,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,,,,,,u'average',Gallagher's Pub,Edmonton,AB,0
71U7MxQEhwitJOm4CQpRwQ,4.0,False,True,False,False,False,True,True,2,False,False,True,False,False,False,False,False,True,False,u'beer_and_wine',True,True,True,True,u'free',True,u'average',KELP Sushi Joint,Tampa,FL,1
sWCCxY1-9B1FGlSVeQvnHg,4.0,False,True,False,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'beer_and_wine',True,False,True,False,u'free',True,'average',CD Roma Restaurant,St Petersburg,FL,1
Gki1ureeRKqlIkQ-AELDVg,3.5,True,False,True,False,False,True,False,2,True,True,False,,,,False,,,False,u'full_bar',True,True,True,True,'free',True,'average',Brugada,Nashville,TN,1
4FaYG9qKDpDyr68bKmaIEw,4.0,False,False,True,False,False,True,True,2,False,False,True,False,False,True,False,False,False,False,u'full_bar',True,True,True,True,u'free',False,'quiet',Capitol Cellars,Boise,ID,1
yUcMPv-B9gCUUNT-GUiJbw,5.0,False,False,True,False,False,,True,,,,,,,,,,,,,,,,,u'free',,,The flagpole Nola,New Orleans,LA,1
MYoRNLb5chwjQe3c_k37Gg,3.5,False,True,True,False,False,True,False,1,True,,,,,,,,,,u'full_bar',True,False,True,,u'no',True,,Sean Thorntons Public House,Philadelphia,PA,1
pP4q0Mym-qt20nRqTKbzhQ,3.5,,,,,,True,False,4,True,False,True,False,False,False,False,False,False,True,'full_bar',True,True,False,True,u'no',False,u'quiet',Morton's The Steakhouse,Philadelphia,PA,0
c6xOzTbNqD-1g9PoxAh4DQ,3.0,False,False,True,False,False,True,False,2,,False,True,False,False,True,True,False,False,False,u'full_bar',True,,,,,,u'average',The Wine Loft,Nashville,TN,0
VS4iEul7Rp4jJGcNcKu4FA,3.0,False,False,False,False,False,True,False,2,,True,False,False,False,False,False,False,False,,'full_bar',True,True,,,u'free',False,,Brew House Pub & Grill,Reno,NV,0
Iuir7lUtx-LMhYtStwyf3Q,4.0,,,,False,False,True,True,2,True,True,,False,,,False,,,False,u'full_bar',True,,True,False,,True,u'average',Another Broken Egg Cafe,Indianapolis,IN,1
I2CxrvM0BGH1svfxqGGD2g,3.5,True,True,False,False,False,True,True,2,True,True,True,False,False,False,False,False,False,False,u'full_bar',True,False,True,True,u'free',False,u'average',M.L.Rose Craft Beer & Burgers - Melrose,Nashville,TN,1
-ujBP1Dw0j1-Ffaz97-LXQ,4.0,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,True,False,'beer_and_wine',True,False,True,True,'free',True,'loud',Lama Dog Tap Room,Santa Barbara,CA,1
QpPc51mH86xyrRmnFijpTQ,4.5,False,True,False,False,False,True,True,1,,,,,,,,,,,,,,True,True,u'no',,,Kávé Express,Hendersonville,TN,1
W4ZEKkva9HpAdZG88juwyQ,4.0,True,False,False,True,False,True,False,3,True,False,True,False,False,False,False,False,False,False,'full_bar',True,True,True,False,u'free',True,u'average',Mr. B's Bistro,New Orleans,LA,1
3swM60bulnut1d4AZti80Q,3.5,False,True,False,False,False,True,True,1,True,True,False,True,,,False,False,,False,'full_bar',True,False,True,True,'free',False,u'loud',Rockabilly Grill,Tucson,AZ,1
4fUok5d5vgdQEb1Bzzg0rA,3.5,False,True,False,False,False,True,False,2,True,True,,False,False,False,False,False,False,False,u'full_bar',True,False,True,False,'free',True,u'average',Olive Garden Italian Restaurant,Kenner,LA,1
bdth7r1brx9yRU7sYwF9jQ,4.0,False,True,False,False,False,True,False,2,True,True,True,False,False,False,False,False,True,False,u'full_bar',True,True,True,False,u'no',False,u'average',Nippon Tei,Ballwin,MO,1
nX7aULcuP15c6ntE1ml7Wg,3.5,False,False,False,False,False,False,True,1,True,False,False,False,False,False,False,False,False,False,u'beer_and_wine',True,False,,True,u'free',,u'loud',Donelson Pub,Nashville,TN,1
SSZDGl2J-CEyIzuIbEiYNQ,3.0,,True,True,False,False,True,False,2,True,True,False,,False,False,False,,False,False,u'full_bar',True,True,True,True,'free',False,u'average',Caleco's Bar & Grill,Saint Louis,MO,0
8mElCveTpsBGuu9zOdLXbQ,4.0,False,True,False,False,False,,,1,,,,,,,,,,,,,,True,False,u'no',,,Dream Tea House,Edmonton,AB,1
_Oksx3ALgKLRVxeAR8l_qA,5.0,False,False,True,False,False,True,True,2,True,False,True,False,False,False,False,False,False,False,,True,True,True,True,u'no',True,,V-Trap Kitchen and Lounge,Wilmington,DE,0
LKGlZW0mmuoXvKB04FSP-A,3.5,,,,,,True,,,,,,,,,,,,,u'none',,False,True,,u'free',None,,Crab Du Jour,Turnersville,NJ,1
dUctvEfHQccW_uxtRup2QQ,3.0,False,True,False,False,False,True,False,2,True,True,,False,False,,,False,,False,u'full_bar',True,True,True,True,'no',False,u'average',Tsunami Japanese Steakhouse,Saint Petersburg,FL,1
ByTZJsTDDhvOYKCj7uoy4w,3.0,False,True,False,False,False,True,True,2,False,False,False,False,False,False,False,False,False,False,u'beer_and_wine',True,True,True,,u'no',False,u'average',Rumours Wine and Art Bar,Nashville,TN,0
qWZimITbVwNSGJZsuM47-Q,3.5,False,False,True,False,False,True,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'no',False,u'average',Pho Orchid Uptown,New Orleans,LA,0
o05ngJ6BY1rztemFazViBw,5.0,False,False,False,False,False,True,True,1,True,True,,,,,,False,False,False,'full_bar',True,False,None,True,'no',None,u'average',The Mona Lisa Lounge,Westwego,LA,1
FBf4fTg9BZrDYxCWTUfdFQ,3.0,False,False,False,False,False,,,,,,,,,,,,,,,,,True,,'no',,,Healthy Blend Cafe,Sicklerville,NJ,1
U48gI6zzlDkvUDS9bsdvUg,3.0,False,False,True,False,False,True,False,2,True,False,False,True,False,False,False,True,False,False,,True,,,True,,,u'loud',Sawgrass Tiki Bar,Tarpon Springs,FL,0
A6FDSdfwLPgl2T3ayKllqQ,2.5,False,True,False,False,False,True,False,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,u'no',False,u'quiet',Chili's Texas Grill,Edmonton,AB,0
BxR5hjyBnJZrm_nnaCtGQw,4.5,False,False,True,False,False,True,True,2,False,True,,,True,,,False,True,False,u'full_bar',,False,True,True,u'free',False,,The Lunar Inn,Philadelphia,PA,1
NQSnr4RPUScss607oxOaqw,4.5,False,True,True,False,False,True,True,1,True,True,False,False,False,False,False,False,False,False,u'beer_and_wine',True,False,True,False,u'free',None,'quiet',Chase's Hop Shop,Philadelphia,PA,1
Ea2hPSFazxXITET4f6ZJhw,3.0,False,True,False,False,False,True,False,2,True,True,False,False,False,False,False,,,,u'full_bar',True,True,True,True,u'free',True,u'average',Beef 'O' Brady's,Lutz,FL,1
C3roKH0ekXBz8l0ZoUIvAA,4.0,,,,,,,,,,,,,,,,,,,,,,,,u'free',,,Roadrunner Coffee Co.,Tucson,AZ,1
_HcAoG6Jj_XTj4-XNEbo6Q,3.0,False,True,False,False,False,True,True,1,True,True,False,,,False,False,,,False,u'full_bar',True,False,True,True,u'free',True,u'average',Fuzzy's Taco Shop,Tampa,FL,1
I4TFiNX5gTsJBnEGH2Tl8Q,3.5,False,False,True,False,False,False,True,1,False,True,False,False,True,False,False,False,False,False,u'none',False,False,True,True,u'free',False,u'very_loud',Benna's West,Philadelphia,PA,0
lj-E32x9_FA7GmUrBGBEWg,3.5,False,True,False,False,False,True,True,2,True,False,True,False,False,False,False,False,False,False,u'full_bar',True,True,True,False,u'free',True,u'average',Brio Italian Grille,St Louis,MO,1
_v8Ccd70N6uXw8muQeyhOA,3.5,False,True,False,False,False,,True,2,True,True,False,False,False,False,False,False,False,False,u'full_bar',True,True,True,True,'free',False,u'average',Moxie's Grill & Bar,Edmonton,AB,1
5wgoIQXyP3BEPZLiVi1W8A,3.5,False,False,True,False,False,True,True,2,True,True,True,True,False,False,False,False,False,False,u'full_bar',True,False,True,True,u'free',True,u'average',The Howlin' Wolf,New Orleans,LA,1
CyGxCUdTRGUPKGOgzC6Zug,3.5,False,False,True,False,False,,True,2,True,True,False,,,False,False,,False,False,u'full_bar',True,True,True,True,'free',False,u'loud',Hudsons Canada's Pub,Edmonton,AB,1
G9JqaURDTC_pSzji0bytwA,3.5,False,False,True,False,False,True,False,2,True,False,False,False,False,False,False,False,False,False,u'full_bar',True,False,True,True,u'no',False,u'average',Port St Peter,New Orleans,LA,0
xPSetcLWfl_3JoENfGf89w,4.0,,,False,False,False,True,,,True,True,,False,True,False,False,False,True,False,u'beer_and_wine',True,False,True,,u'free',True,,Sauce On The Side,Ballwin,MO,1
fT4jl8pcXCxKBrM85XjXSg,4.5,False,True,False,False,False,True,False,2,True,False,False,False,False,False,False,False,False,False,u'beer_and_wine',True,True,True,True,u'free',,,Vino Simpatico,Saint Petersburg,FL,1
uE3yzH2l1A_FYciu95EptA,4.0,False,True,False,False,False,True,None,2,True,True,False,False,False,,False,False,False,False,u'full_bar',True,False,True,True,'free',True,u'average',Koi Sushi & Thai,Franklin,TN,1
2fTfpN5SggLgW4LlzptMPg,4.5,False,False,True,False,False,,True,3,True,False,True,,False,True,False,False,True,False,u'full_bar',False,True,True,True,u'free',False,u'average',Tzin Wine & Tapas,Edmonton,AB,1
A_-Vv5oKZNqxsV69_7E2KQ,3.5,False,True,False,False,False,True,True,2,True,True,True,False,False,False,False,False,True,False,u'full_bar',True,True,True,True,'free',True,'average',8th & Union Kitchen,Wilmington,DE,0
e7PUSXlcOfel8c7sPIA28w,2.0,False,False,True,False,False,True,False,2,True,False,False,False,False,False,False,False,False,False,u'full_bar',True,,,True,,,u'very_loud',Sheffield Tavern,Philadelphia,PA,0
b6mtezJs5KNZNvgHU-sR8Q,4.5,False,False,False,False,False,False,False,1,True,,,True,,,,,,,u'full_bar',True,,,True,,,u'average',Tony's Bar,Collingdale,PA,1
AaWmckcT3O1iQSAIUmzwUA,4.0,False,True,True,True,False,True,True,2,False,True,False,False,True,False,False,False,False,False,'none',False,True,None,True,u'free',True,u'quiet',Basimo Beach Cafe,Clearwater,FL,1
vQ3bOb_sq0peWxJx3VoCDw,4.0,False,True,True,False,False,True,False,1,True,True,False,,False,False,False,False,False,False,u'full_bar',True,False,True,True,'free',False,u'loud',Jimmy B's Eatery & Pub,Indianapolis,IN,1
