business_id,stars,garage,lot,street,valet,validated,BusinessAcceptsCreditCards,OutdoorSeating,RestaurantsPriceRange2,HasTV,casual,classy,divey,hipster,intimate,romantic,touristy,trendy,upscale,Alcohol,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTakeOut,BikeParking,WiFi,RestaurantsDelivery,NoiseLevel,name,city,state,is_open
Cdytv_YhJO0W0Ab8t2xLtg,3.5,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,Nipper's Pub,Woodbury,NJ,1
FRYkg_JvsWU9xIXZsEZcVA,3.5,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,Altamura,New Orleans,LA,0
9C2rpb56aQvW0ViZHK9sPw,3.5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,Home Plate Sports Pub,Tucson,AZ,1
SZU9c8V2GuREDN5KgyHFJw,4.0,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Santa Barbara Shellfish Company,Santa Barbara,CA,1
WYYdQDjx-DsCanlP0DpImQ,4.5,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,J Sushi,Philadelphia,PA,0
X_E7U2lVNEwbH_gpOBmAHQ,4.0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,2,1,0,1,1,2,0,1,Cerveza Jack's,Nashville,TN,1
7Du9oW73YcYFmXdtU5aiSg,3.5,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Kinjo's Japanese Restaurant,Saint Petersburg,FL,0
3S9GYtMOYhbZl4MMPOHT0Q,4.5,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,The Handlebar Boise,Boise,ID,1
ZU6NodDOWaabGkeNpOWdXw,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,530 Pub & Grill,Clearwater,FL,1
Dtuf4vD0znzwJW9vk3iTNw,4.0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,2,1,1,Tomo Japanese Steakhouse and Sushi Bar,Indianapolis,IN,1
Ucl9Vo5lwrUmYbV8Dv8X5g,4.0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,1,O'Briens Irish Pub,Tampa,FL,1
6BF3eaIzHtoNHSxKTFnTyg,3.5,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,1,Mister B's Cigar Box,Avon,IN,1
4IcB3QyMEA85UTWFKh9O9A,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Eat Mah Taco @ Pal's Lounge,New Orleans,LA,0
Y6heWJJ9AmEL58fZwgi9YQ,4.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,Rosati's Pizza,Tucson,AZ,1
6czqMScx8MRDirv7fxX7pw,4.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Frankie's Fruit Bar,Reno,NV,1
uDQgmudYDKiB6n4vwbEeDg,4.5,0,0,0,0,0,1,0,2,0,1,1,0,0,0,1,0,0,1,2,0,1,1,0,2,1,0,Chrysalis,Franklin,TN,1
v5kwdvmg-J8g-ll0nkc3Sw,4.0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0,1,The Libertine Liquor Bar,Indianapolis,IN,0
bqmX882_6AxVA_uHEQ70sQ,4.0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,1,Shanghai Station,Philadelphia,PA,0
Edg22x3CZkIv0GUib2oEFA,3.5,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,Mellow Mushroom,New Orleans,LA,0
VVvUBlc_WIEb8obKGq39dA,4.5,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Four Green Fields,Tampa,FL,1
dJfkfBbJz7wi0RgW-ph_Eg,3.0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,2,1,1,1,1,0,1,1,Sake House,Tampa,FL,0
VbItL6RDULtnw4YvB6EhVg,3.0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Jon's Bar & Grille,Philadelphia,PA,0
JF7iyI3wA_AKi_iXOKi0Qw,3.5,0,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,Parlor Suburban Square,Ardmore,PA,0
rZw9O5lJ36m_mXeRKE4G9A,4.5,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,La Sponda,Downingtown,PA,1
-7GDqSUaXrpC8Ql7nDBxWA,4.0,0,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,B2 Bluefin,Bala Cynwyd,PA,0
1E9o1SNo7UTf1XHTFPv1_Q,4.5,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,Franklin Juice Co,Franklin,TN,1
0CEUpFtaKhxbmrbSdP9MUQ,4.0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,Acadia,Philadelphia,PA,0
f82dhKNiUXsDVPMLqKYiIQ,4.0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,2,1,1,Sher-e-Punjab,Tucson,AZ,1
xJyp6RLqNRv3tSu6njPKxQ,3.0,0,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,1,World of Beer,Exton,PA,1
PCM-vL-vRLJ4HB2OE8Nnbg,2.5,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,Baxter's Saloon & Grill,Malvern,PA,0
vFJIK-z3QWs-3XNjs1hcZQ,4.0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,1,2,1,0,0,1,2,0,1,New Orleans Jazz Market,New Orleans,LA,1
j9Kaj_6tSeXmVMYCgZithg,4.5,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,2,1,1,1,0,2,1,1,Noble Crust,Wesley Chapel,FL,1
4xhGQGdGqU60BIznBjqnuA,4.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,California Tacos and Taproom,Isla Vista,CA,0
Wt1W6qwCvna1KzIuJRJbwA,4.0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,Tokyo Mandarin,Glassboro,NJ,1
eJ77e9lGxY3ArzaoDbHhYw,2.5,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,1,Paddy Whacks Irish Sports Pub - South Street,Philadelphia,PA,1
7mpYTDb24SywNMRn3yeakQ,4.0,0,0,1,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,2,0,1,The Twisted Tail,Philadelphia,PA,1
_WRe3ql2DI_h3htr77Siew,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,The Office,Reno,NV,1
YZuoaOzD49ffP10PNf72nA,2.0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,Peace of Mind Pub & Eatery,Indianapolis,IN,1
rR30b1XWbxZFFgLyGbfNAw,4.5,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,2,0,1,BODHI : Craft Bar + Thai Bistro,Indianapolis,IN,1
0Ze7pcwjyauf6steWfpV7g,3.5,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,Hand Grenades To Go,New Orleans,LA,0
46_2e1hnQ4csLrYnhn6bkw,4.0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,Whetstone Tavern,Philadelphia,PA,0
dIpTuL2T1L98GQGU17IeSw,4.0,0,0,1,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,2,1,0,1,1,2,1,1,The Bricks,Tampa,FL,1
1tLrjXG-I9hkOoZxlbwDqw,4.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Olde Black Horse,Norristown,PA,1
pNu5bd9aL3jcJClfdQ86MQ,3.5,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,Momo's Ouzaria Taverna,St Louis,MO,0
1EokZOnCDkjv2VtPtplyHw,4.0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,Reno Downtown Joint,St Petersburg,FL,0
SFKjUQ1gmfwm7cJhMCFmkA,4.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,ZigZag Scallop,Hernando Beach,FL,1
ejEVU5o5F56e7XIO07xpcA,4.0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,1,Fox & Hounds Tavern,Saint Louis,MO,1
diwwt5QBU3-Thig9SVlsOA,3.5,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,2,1,1,Brew Brothers,Reno,NV,1
MObScX791gFEwtkoFA9GQg,3.5,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,Creekside Inn,Woodstown,NJ,1
TJe1ZGe-X0-GjOQd00kKxA,4.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,Brixx Craft House,Boise,ID,1
SBgr-5n-kV3EeZztYsstUQ,4.5,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,Locust Lane Craft Brewery,Malvern,PA,1
qma1sGQv7ArUtzuUTQElRg,4.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,2,Katie's Pizza & Pasta Osteria,Town and Country,MO,1
zjQDk4tZyhEroyqtkgvx0g,3.5,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,1,The Cobblestone Eatery and Drinkery,Lebanon,IL,1
EEc3X2r94uNhCz_jOTSzHg,4.5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,Blackrock Brewers,Tucson,AZ,1
kfGz2E7Y5FLXJyiKbQYfZg,3.5,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,1,1,The Irish Times,Philadelphia,PA,0
H3JjbID9Zhukpqr9uupHAA,3.0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,Jackson's Bar & Bistro - Nashville,Nashville,TN,0
jsQQu9rVerR3OGxIa0hRQQ,3.0,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,2,1,0,1,1,2,0,1,Kelly's Taproom,Bryn Mawr,PA,1
UX3eq0WsVva-cqlVrzyzFg,3.0,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,Cantina Los Tres Hombres,Sparks,NV,1
1o_M5JdOkJJFNj1rIDIlng,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,The Juice Pod,Springfield,PA,1
q9dLguaNI58Rs5GJuJAWIg,4.5,0,1,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,Dead Ringer Analog Bar,Reno,NV,1
PdMXmOWDRHICAx6SLgu1dQ,3.5,0,1,1,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,24,Philadelphia,PA,0
71U7MxQEhwitJOm4CQpRwQ,4.0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,2,1,1,KELP Sushi Joint,Tampa,FL,1
sWCCxY1-9B1FGlSVeQvnHg,4.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,CD Roma Restaurant,St Petersburg,FL,1
Gki1ureeRKqlIkQ-AELDVg,3.5,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,Brugada,Nashville,TN,1
4FaYG9qKDpDyr68bKmaIEw,4.0,0,0,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,2,1,1,1,1,2,0,1,Capitol Cellars,Boise,ID,1
yUcMPv-B9gCUUNT-GUiJbw,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,The flagpole Nola,New Orleans,LA,1
MYoRNLb5chwjQe3c_k37Gg,3.5,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,Sean Thorntons Public House,Philadelphia,PA,1
pP4q0Mym-qt20nRqTKbzhQ,3.5,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,Morton's The Steakhouse,Philadelphia,PA,0
c6xOzTbNqD-1g9PoxAh4DQ,3.0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,The Wine Loft,Nashville,TN,0
VS4iEul7Rp4jJGcNcKu4FA,3.0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,Brew House Pub & Grill,Reno,NV,0
Iuir7lUtx-LMhYtStwyf3Q,4.0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,Another Broken Egg Cafe,Indianapolis,IN,1
I2CxrvM0BGH1svfxqGGD2g,3.5,1,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,2,1,0,1,1,2,0,1,M.L.Rose Craft Beer & Burgers - Melrose,Nashville,TN,1
-ujBP1Dw0j1-Ffaz97-LXQ,4.0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,2,1,1,Lama Dog Tap Room,Santa Barbara,CA,1
QpPc51mH86xyrRmnFijpTQ,4.5,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Kávé Express,Hendersonville,TN,1
W4ZEKkva9HpAdZG88juwyQ,4.0,1,0,0,1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,1,1,Mr. B's Bistro,New Orleans,LA,1
3swM60bulnut1d4AZti80Q,3.5,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,2,1,0,1,1,2,0,1,Rockabilly Grill,Tucson,AZ,1
4fUok5d5vgdQEb1Bzzg0rA,3.5,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,1,Olive Garden Italian Restaurant,Kenner,LA,1
bdth7r1brx9yRU7sYwF9jQ,4.0,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,2,1,1,1,0,0,0,1,Nippon Tei,Ballwin,MO,1
nX7aULcuP15c6ntE1ml7Wg,3.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,Donelson Pub,Nashville,TN,1
SSZDGl2J-CEyIzuIbEiYNQ,3.0,0,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,Caleco's Bar & Grill,Saint Louis,MO,0
_Oksx3ALgKLRVxeAR8l_qA,5.0,0,0,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,V-Trap Kitchen and Lounge,Wilmington,DE,0
LKGlZW0mmuoXvKB04FSP-A,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,Crab Du Jour,Turnersville,NJ,1
dUctvEfHQccW_uxtRup2QQ,3.0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,Tsunami Japanese Steakhouse,Saint Petersburg,FL,1
ByTZJsTDDhvOYKCj7uoy4w,3.0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,Rumours Wine and Art Bar,Nashville,TN,0
qWZimITbVwNSGJZsuM47-Q,3.5,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,Pho Orchid Uptown,New Orleans,LA,0
o05ngJ6BY1rztemFazViBw,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,The Mona Lisa Lounge,Westwego,LA,1
FBf4fTg9BZrDYxCWTUfdFQ,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Healthy Blend Cafe,Sicklerville,NJ,1
U48gI6zzlDkvUDS9bsdvUg,3.0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,Sawgrass Tiki Bar,Tarpon Springs,FL,0
BxR5hjyBnJZrm_nnaCtGQw,4.5,0,0,1,0,0,1,1,2,0,1,0,0,1,0,0,0,1,0,2,0,0,1,1,2,0,0,The Lunar Inn,Philadelphia,PA,1
NQSnr4RPUScss607oxOaqw,4.5,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,Chase's Hop Shop,Philadelphia,PA,1
Ea2hPSFazxXITET4f6ZJhw,3.0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,2,1,1,Beef 'O' Brady's,Lutz,FL,1
C3roKH0ekXBz8l0ZoUIvAA,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Roadrunner Coffee Co.,Tucson,AZ,1
_HcAoG6Jj_XTj4-XNEbo6Q,3.0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,1,Fuzzy's Taco Shop,Tampa,FL,1
I4TFiNX5gTsJBnEGH2Tl8Q,3.5,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,2,Benna's West,Philadelphia,PA,0
lj-E32x9_FA7GmUrBGBEWg,3.5,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,2,1,1,Brio Italian Grille,St Louis,MO,1
5wgoIQXyP3BEPZLiVi1W8A,3.5,0,0,1,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,2,1,0,1,1,2,1,1,The Howlin' Wolf,New Orleans,LA,1
G9JqaURDTC_pSzji0bytwA,3.5,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,Port St Peter,New Orleans,LA,0
xPSetcLWfl_3JoENfGf89w,4.0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,1,0,Sauce On The Side,Ballwin,MO,1
fT4jl8pcXCxKBrM85XjXSg,4.5,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,Vino Simpatico,Saint Petersburg,FL,1
uE3yzH2l1A_FYciu95EptA,4.0,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,1,Koi Sushi & Thai,Franklin,TN,1
A_-Vv5oKZNqxsV69_7E2KQ,3.5,0,1,0,0,0,1,1,2,1,1,1,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,8th & Union Kitchen,Wilmington,DE,0
e7PUSXlcOfel8c7sPIA28w,2.0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,Sheffield Tavern,Philadelphia,PA,0
b6mtezJs5KNZNvgHU-sR8Q,4.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,Tony's Bar,Collingdale,PA,1
AaWmckcT3O1iQSAIUmzwUA,4.0,0,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,Basimo Beach Cafe,Clearwater,FL,1
vQ3bOb_sq0peWxJx3VoCDw,4.0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,1,Jimmy B's Eatery & Pub,Indianapolis,IN,1
Up2hJViJJf61k9V3jFbvzg,2.5,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,1,Cafe Arnold Neighborhood Grill,Arnold,MO,0
ryHhnOItSVPJB81Ty0Xb2g,4.0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,1,Stonefire Tavern,Largo,FL,0
SdZvOwgALlSBt8A0DvVkuQ,4.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,Reno Tap Room,Reno,NV,0
jcmqREAt1nOg3ABv4ZeD3w,4.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Julian Restaurant,Tampa,FL,1
xb-qtXVZ7xFr51Se5fAZjg,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,Saige Café,Philadelphia,PA,0
sway6xsRT_CUC6peK_Pyww,3.5,0,0,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,Bobby Hotel,Nashville,TN,1
IazLGcO9aggJnMMa_5UO1Q,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kimberton Whole Foods - Collegeville,Collegeville,PA,1
uxoQdZD3mEptaPohiLQg1w,4.5,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,Stone House Grille,Kimberton,PA,1
E9-k8aOCS2sSh9RYxvWU_A,3.0,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,2,1,1,Steppy's Sports Bar & Grill,East Norriton,PA,1
Xjal8g4PsYinAfeQ8RWf4Q,4.5,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,Wasabi2,West Chester,PA,1
UVpki6wyHLR0mujHcneTfg,4.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,My Brother’s Bar,Harahan,LA,1
v8IbZ6wcvdyGqWpbDKDvfA,4.0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,YO! Sushi,Tampa,FL,0
U30ggGzFpXvc2NZYwOW3qg,4.5,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,Mood Cafe,Philadelphia,PA,1
