business_id,stars,NoiseLevel,hipster,HasTV,intimate,upscale,RestaurantsGoodForGroups
-sSGKR1V1oBm7BJicIXozg,3.0,1,0,1,0,0,1
Bw0cpnfI-Y9QmjWzqS-oFg,4.0,1,0,0,0,0,1
7UxNDF6ZpabC3O0-Qbg3Xw,3.0,1,0,0,0,0,1
JOvNunKJlWhwJRwLmUR9ZA,3.5,1,0,1,0,0,1
TZ-bgvsk189WywTLFrqfTQ,4.5,0,0,0,0,0,0
a0X8BAm9-HhecZBoTElF0A,3.5,0,0,1,0,0,1
s3FRhtaNU8dt-mKkLKUQaQ,3.0,2,0,1,0,0,1
JRoY9Mx2LghIki2Uo1SOJA,4.5,1,0,1,1,0,1
Ktw3a8hXOKL00UCk_1nSEQ,2.5,1,0,1,0,0,1
joziEnj1kVdr6uUAE6kXog,3.5,1,0,1,0,0,0
ZJC0ONdxmIlwidXd8E0fXg,3.5,0,0,1,0,0,0
bwlSGCjYLNwzXVD9CB_8EA,4.0,1,0,1,0,0,1
XQfwVwDr-v0ZS3_CbbE5Xw,3.0,1,0,0,0,0,1
9k0087JPHviddE06BjO-mw,4.0,1,1,1,0,0,1
1cLhfVUILUQ9u6C9XtwcNg,5.0,0,0,0,0,0,0
78e90HO_R40SyzBr4fnHSA,3.5,1,0,1,0,0,1
nIE7ph1w_bttQMJQx5hUEQ,3.0,1,0,1,0,0,1
cLlBDZxYJ1dt1JgMuZnXew,4.0,1,0,1,0,0,0
s3GwQKZ7ciS8GjzQmG4GWg,4.5,1,0,0,0,0,1
WJIc6ZlR-pd9W-Vt-rRtzA,4.5,0,0,1,0,0,0
1sXN7Oxteo5dP5nwIDyO4w,3.5,1,0,1,0,0,1
vol4SJXerqyi3IEIDucVRQ,3.5,1,0,1,0,0,0
LgiAzhOqrzl95NNRLziH2A,4.0,0,0,0,0,0,0
WE3D52UfHvvVdTHgzJ_1vw,3.0,2,0,1,0,0,1
5XSJImk924zdVk16cw8Jgg,3.5,0,0,1,0,0,1
ruMlpNEfJ2BgNhHFIpl4Og,3.5,2,0,1,0,0,1
ymoEdJB5NE56sWw74uyX7A,4.0,1,0,1,0,0,1
AODksDNj5mH953cyhUG1Qw,4.0,1,0,1,0,0,1
RWOqFGfUrdL60jOrtxmcGw,4.0,1,0,1,0,0,1
tFpstYqxugKHzeyNUsuD_A,4.0,1,0,1,0,0,1
3y61A28PQDZ4weeeTRfIlA,4.0,1,0,1,0,0,1
SPWyzJPFP2TT7x0BsqaBqQ,2.0,1,0,1,0,0,1
21Fhu9Lm04GYWRHkPVRdcQ,4.5,0,0,1,0,0,0
mpVZG520RL-K1YeQi55ZPg,3.5,2,0,1,0,0,1
ri7LOsk5W_xGVfxhXFHY5Q,4.0,1,0,1,0,0,1
-xxzSe1uXmn1YmhW4DfJdA,4.5,1,0,0,0,0,1
wnjFEC-w0qWnyDnO8k1RpA,4.5,1,1,1,0,0,1
qmxmUc4xzNt3ogaZLH8Eiw,5.0,0,0,0,0,0,1
2Q1R2OhBbAQ581vK_r7NhA,4.0,1,0,1,0,0,1
OAkcBAwedonnwT3Wf_DqTw,4.0,0,1,1,0,0,1
PfKuhGC46pQjnKgQnts-mA,4.5,2,0,1,0,0,1
VzKca5jeWbfDeqzZZRElzQ,5.0,0,0,0,0,0,0
tiEkH6TbOQMZHRo46rmdTA,4.5,1,0,0,0,0,1
DZdE09qqCcX7Atf3Df7Yqg,3.5,0,0,0,0,0,0
d0QTTDE7cZnUKj2S7q-2tw,2.0,2,0,1,0,0,1
k8cv3Hnu69lGuf0mo1MOTQ,4.0,1,0,1,0,0,0
Uuzewy2CLg_XCekRhA0PIg,4.5,0,0,1,0,0,0
0fYRCLVFWte0uo-1W7gJGQ,5.0,0,0,0,0,0,0
WT4XIJbg_KrZ2zjt-rQg5g,4.0,0,0,1,0,0,0
LktIfbmd3k0kDiWibGw7DQ,3.0,1,0,1,0,0,1
F3dxQiOwN55rSLw-BNSq6A,4.0,0,0,0,0,0,0
l1gRtJfoYe4LDFeKM9kWkQ,2.5,1,0,1,0,0,1
2rQFgavS-942RapZTBSBTw,3.0,1,0,1,0,0,1
HLUmBWVg58JHhPz1T_Ncmg,4.0,1,0,1,0,0,1
b2dUnsz9zDc93WxJIlql1w,1.5,0,0,1,0,0,1
PxEiXqMAzzvp8GFlb5EoLg,3.5,1,1,0,0,0,1
S-srtrb6wGnOXQHR8KewyQ,4.0,0,0,0,0,0,0
tUDZnYQe7aD2VU3Syia_RQ,3.5,1,0,1,0,0,1
Sy4FzB7QviY06JymSB211Q,5.0,0,0,0,0,0,0
grjFEAN9gXOKQFEta4yBJg,4.0,1,0,1,0,0,1
UCMSWPqzXjd7QHq7v8PJjQ,4.5,1,0,0,0,0,1
OIES_WhdNux3PmvSuPM-8Q,4.0,1,0,1,0,0,1
iWIu2qrim1PSNE0CRLyqpg,4.5,1,0,0,0,0,1
bRhnVTfuxDchyFguyDzuDQ,3.5,1,0,1,0,0,1
zQ4yPiqoyMtoohGpEip7zw,4.0,1,0,1,0,0,1
qt1o4H9O9lBwqf3K7GGFag,4.5,1,0,1,0,0,1
eqNutOMnPqKa9QDAY6KfEw,4.5,1,0,0,0,0,0
_9JumTIHEQgTV9-gGe_TWg,3.0,1,0,1,0,0,1
UGebrYgNZrMzbGbcI01JWA,4.5,0,0,0,0,0,0
_9gn7gLs0YOjPfVcdvqRBg,3.5,0,0,1,0,0,1
pym7c6ZFEtmoH16xN2ApBg,4.5,1,0,1,0,0,1
EjFp57Nd4bVgb5GNn-XnuA,3.5,1,0,1,0,0,1
UEFsT8vkq9SZHGurK7aQFg,5.0,1,0,1,0,0,1
wPViqOIThG5W_p4FKGqjrQ,4.0,1,1,1,0,0,1
CPFKi2lZJazP6IdtCdDDyg,4.5,1,1,1,0,0,1
a7_KZUJknqRA4DHQ3j9ofA,3.0,1,0,1,0,0,1
7lwe7n-Yc-V9E_HfLAeylg,3.5,1,0,1,0,0,1
Bt7NBqA31uOI4H_hvasLLg,4.0,1,0,0,0,0,0
fGWB27viKPTuQYS4LA9pDQ,4.5,0,0,0,0,0,0
UNRqCfwvvcU7jdbvExbhDg,3.5,1,0,1,0,0,1
5m3ND7lNNd6zo-bNQGoXhQ,2.5,1,0,1,0,0,1
7J81xJFlMM244_f05k2egw,2.5,2,0,1,0,0,1
9XkgYvXhYibe85V6mNE_TQ,3.0,2,0,1,0,0,1
DW4ST1K1QWMangu5pUROSQ,3.5,0,0,1,0,0,0
oBhJuukGRqPVvYBfTkhuZA,3.5,1,0,1,0,0,1
vKp-9VW7f9-ZEpWZpVCRJw,4.0,1,1,1,0,0,1
C1QkJ4s_p3hMTrvOgM7ssA,3.5,0,0,0,0,0,0
WO5nr-4sjVs506BdCLL0aA,4.0,1,0,1,0,0,1
k4gi0CDSas1glukpWHtoFg,3.5,1,0,1,0,0,1
cljHYek6vHtqUgUsnJBqmA,3.5,1,0,0,0,0,0
rW7rfbM6Y-BQMsIbHZFDsw,4.5,0,0,1,0,0,1
aq26RY75PlTNsviW6wUC9A,3.5,1,0,1,0,0,1
-zsvmEbkd-K9K2DAAKqiEQ,4.0,1,0,1,0,0,1
4NjPz9bJzll1FMIi2bw8HA,4.5,0,0,0,0,0,0
YgMZm_alGFUeQO4hz9X9VA,3.5,1,0,1,0,0,1
m1EGAIfFEN9nG2_bJqnAcQ,4.0,1,0,1,0,0,1
jtA6T109__s6D0GL5Izbtg,3.5,0,0,0,0,0,0
5R6YO6K9PkthkTbXqV9slQ,4.0,1,0,1,0,0,1
wn1rS1Ga9xZ1BIMffnJW5A,2.5,1,0,1,0,0,1
tzVLTQNUtiCAxUZmEuF0vQ,4.0,1,0,0,0,0,1
8QJTzIaR5FceGds8HBSIig,4.0,1,0,1,0,0,1
lIcpuosu_UVSy-sfWDecoQ,4.0,1,0,1,0,0,1
ppV8AwESFjlG5FSRXdvtyg,4.5,0,0,1,0,0,1
gEJ3a8-m6VB827e6GHromw,4.5,1,1,1,0,0,1
vOgQnvKbE4nMopFTjoL8Gg,4.0,1,0,0,0,1,1
G2W56pUxgJs7UzGcSL0EdQ,4.0,0,0,1,0,0,1
jrXGF0GlXZZgA__9PSPt1w,3.5,1,0,1,0,0,1
Jr90GZ4uthyYp7407eyutQ,3.5,0,0,1,0,0,0
5jXiZ23pb-xf457uNM2yZg,5.0,0,0,0,0,0,1
e86IBzGCsrnhJbD_wELj7w,3.5,1,0,1,0,0,1
oqP1oQEycpp4J6u5YebRoQ,3.5,1,0,1,0,1,1
2wwhMKlfpOd0dpk_AQdt8w,2.5,1,0,1,0,0,1
ld1b8y_PHH6Mn_e7T0u04g,4.0,0,0,0,0,0,0
VMJvz4jqc06fvlfvloDVZg,4.5,1,1,0,0,0,0
uAbUh-mivr8AFoEbk-gANA,4.0,0,0,0,0,0,0
jnZYD2UCGziWwGsUxybkFw,4.0,1,0,1,0,0,1
X-BZp1KMgGzKkf_92Y3fWw,4.0,1,0,1,1,0,1
dv4tx5H0-aPiIXSM2hJNhA,3.5,0,0,0,0,0,1
WxFfnTx_VAT_ORvqHAfYNw,3.0,1,0,1,0,0,1
XsYjhffyzrn6YdWtojnPsg,4.5,1,0,1,0,0,1
M2m_SM9GpIbct2a_hOGzag,4.0,1,0,1,0,0,1
HDuR_Dtb5xLQyTbz53DJ9Q,3.0,1,0,1,0,0,1
B03ajYBGDkZrIDB9lRTwUg,4.0,1,0,1,1,1,1
KBsLYznLfnJEY3RIBUZe0Q,4.0,1,0,0,0,0,1
aI2w94F3TvIuPTcflKVCJQ,3.5,0,0,0,0,0,1
qAsPmtzmj3EAUjPSu-dqug,3.5,1,0,1,0,0,1
LHSTtnW3YHCeUkRDGyJOyw,3.5,1,0,1,0,0,1
zTp2lpm3z5tVk62rA-pCdQ,3.5,1,0,0,0,0,1
4u4njx79dMrXNhbRFHjG8A,3.5,1,0,0,0,0,1
6xrDP4-S2mky3wOprv686A,2.0,2,0,1,0,0,0
j6zWZyXsvEZvNO4wcz_oaQ,4.5,1,0,1,0,0,1
5Ce3lZksYVkCbrihqylVHQ,4.5,1,0,1,0,0,1
76xVA7wmqKLURF0tN82N5w,4.0,1,0,1,0,0,1
ut6fi2W2YaipNOqvi7e0jw,4.0,1,0,1,0,0,1
kf8HXRAZxtC7xVR0Tg-rhA,4.5,1,0,0,0,0,0
_v3DcLatG70adfYzWTd-CQ,4.5,0,0,0,0,0,0
nnZIsmpIQnuQY5S-MoGyvg,4.0,1,0,1,0,0,0
YvfeLey2Bnge5Mj9RY7ofA,3.5,1,0,1,0,0,1
4ulvTVp4_eXb3XVMrXfRyQ,3.0,2,0,1,0,0,1
FYIL5duVgc9eLyYw6hobmw,4.0,0,0,0,0,0,1
c8rjE6NcfeyzLB_aU1GdMA,3.5,1,0,1,0,0,1
71b0dSgq1XTYYYWs24Fhow,4.5,0,0,0,0,0,0
NmzXH-HdWp-Sxdfnw3imUQ,5.0,0,0,1,0,0,0
ONuqYwEjR0WOSeVf0km1Jg,4.5,1,0,1,0,0,1
Omgbjm2M8GwCM-nK_sXOsA,4.5,0,0,0,0,0,0
y3iKFTk_sgIXCT6fNcBn_Q,2.0,1,0,1,0,0,1
Taz6NSxODzkOe3Mknsh8XQ,4.0,1,0,1,0,0,1
WJeipqBVdQmVhnYrXlLb7A,3.5,0,0,0,0,0,0
4NidY2tw42l6iobbtai_kA,4.0,1,0,1,1,0,1
ZoRlLcEsxrzfumd6wHa5Jg,5.0,0,0,0,0,0,0
fs9fU75zztN3LmWMkHlIXg,2.0,1,0,1,0,0,1
X7YBx8CybmIPymZ0ThCmng,4.5,1,0,1,0,0,1
62hyRsi4-6pskqkgZGst8Q,4.0,1,0,1,0,1,0
l9mfP_p3LetJNM9V0XKmkw,2.5,1,0,1,0,0,1
H3yoQNhw-AfdLIwScR1zXg,3.5,0,0,0,0,0,1
rVfe1LHo55A2fworkm_jVw,4.5,1,0,0,0,0,1
VOGWnQHijIpURf4eNSvIaw,3.0,1,0,1,0,0,1
bMpKXcKFetJQsa42UR25cQ,4.0,1,1,0,0,0,1
FnDIgu-rwGr1P8_hFHBocQ,3.0,0,0,0,0,0,0
4yKv0SEpuJDHECFinhifWQ,3.0,1,0,1,0,0,1
YlEBQLfRHocJDn4gRlgczw,4.0,1,1,1,0,0,1
k6XrnjX2TBM_nDzD_XA9NQ,3.5,1,0,0,0,0,1
xL8ZyE0hDgumUdMt7QESXw,4.5,0,0,0,0,0,0
37yDMpWI6HBO2iW8slv7_Q,4.0,1,0,0,0,0,1
H-8Z-HoiattyFaZSv6M2XA,2.5,1,0,1,0,0,1
2JvQsqJ5-bJGf_jVQKakDQ,3.5,1,0,1,0,0,1
7tTV8KR1HpWFL4iXFizJ1w,4.0,1,0,1,0,0,1
T91QQ82DRr7LVHFs5A0G0g,4.5,1,0,1,0,0,1
-ksLHy9XXZVYuIVowdRc_w,2.5,1,0,1,0,0,1
EBn3U4mpnIRLIy2lKuilRQ,2.0,1,0,1,0,0,1
sdWuLh-auc0nC2Jy6_26AQ,3.5,1,0,1,0,0,1
o2ETM4XZXENkzuAaYT2GIg,4.0,1,0,1,0,0,1
ncxN9II-MeXRudUrE3GVsA,3.5,1,0,1,0,0,1
1JHPRGTHrrSIcKDGzsXddQ,2.5,1,0,1,0,0,1
1Pxg1AMf0rEn9QF__ZYoWw,4.0,1,0,1,0,0,0
TqgsB91kKWjU4aKGR4GCgQ,3.0,1,0,1,0,0,1
CGVpuQ3FpPWyYFQJQlsjLQ,4.0,1,0,1,0,0,1
nPgRFNyRYW5xG4MkWzc_iQ,3.0,1,0,1,0,0,1
ajfBGoRGUzhD0fTXLENcrw,4.0,1,0,1,0,0,1
SkQoz2Fi-z1Jz-0Oo-jtcg,3.5,1,0,1,0,0,1
xHdekRjTK93GR2AgtvrtgQ,3.5,1,0,1,0,0,1
v_k6TaygyFq1YkjdtwPWpQ,4.5,1,0,1,0,0,1
16zHT7zp6K9IEQZ1oW6xXg,2.5,1,0,1,0,0,1
zOXvoQVFElBEhz__YT6VNw,2.0,2,0,1,0,0,1
iHV3uBo1N9ETBtuEqdDsWQ,4.0,1,0,1,0,0,0
iZcob4XzyjQnF1QB5ffAcg,3.0,1,0,1,0,0,1
REns5fQe45Nk_D2UwQyr0w,2.5,1,0,1,0,0,1
k3EQAQGptzHzl6oEoas61w,4.0,1,0,1,0,0,0
PjpfBYGzQj6fdiuf4tNLsg,4.5,1,0,1,0,0,1
oVlS3TqJLq6ogSo9tI_U0Q,4.5,1,0,1,0,0,0
Yv9KUZ-N3otoKUtToPPxAg,4.0,1,0,1,0,0,1
MAIfD4kJDCydgoD1l2b_vw,4.0,1,0,1,0,0,1
Y1QKeVZSvhnAZnO26SK6QQ,3.5,1,0,1,0,0,1
HLNtxaFvvHFx9whiptQzOg,3.0,0,0,1,0,0,0
KA9WEoGHr9Ae0pFXZqzylQ,3.5,1,0,1,0,0,1
sjP_8huVi91BiGB6dOBn1Q,3.5,0,0,1,0,0,1
fr67UaP1fmBAxQRUxZc7gg,4.0,0,0,1,0,0,0
TcxygVM59WZrP11nlIMIOg,4.5,1,0,1,0,0,1
R0HjMCL_m5wjBeUpOXqzdA,4.0,1,0,1,0,0,0
XX2PSfT4xuHq0yuoPIge1A,4.0,1,0,0,0,0,1
Xnh8DIy3lef1VXZbq4buZQ,4.0,1,0,1,0,0,1
GqTFQRJ493nMbAMYYaa7ZQ,4.5,0,0,0,0,0,1
lTqAGjcQHeY3eTXBTIcvkA,4.0,0,0,0,0,0,0
mLNSOU8Ki0Fm09xd6ZKkcA,3.5,1,0,1,0,0,1
xR3inMR2KceU3b9dhkz_tw,4.0,1,0,0,0,0,1
SJIQFKTW6uUsOo29w9IHxw,4.0,1,0,1,0,0,1
