business_id,state,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
vol4SJXerqyi3IEIDucVRQ,PA,True,True,True,True,True,True,True
LgiAzhOqrzl95NNRLziH2A,IN,True,True,True,True,True,True,True
WE3D52UfHvvVdTHgzJ_1vw,MO,True,True,True,True,True,True,False
ymoEdJB5NE56sWw74uyX7A,IN,True,True,True,True,True,True,True
AODksDNj5mH953cyhUG1Qw,FL,False,True,True,True,True,True,True
RWOqFGfUrdL60jOrtxmcGw,FL,True,True,True,True,True,True,True
tFpstYqxugKHzeyNUsuD_A,IN,True,True,True,True,True,True,True
3y61A28PQDZ4weeeTRfIlA,IN,True,True,True,True,True,True,True
SPWyzJPFP2TT7x0BsqaBqQ,PA,True,True,True,True,True,True,True
21Fhu9Lm04GYWRHkPVRdcQ,IN,False,True,True,True,True,True,True
mpVZG520RL-K1YeQi55ZPg,PA,True,True,True,True,True,True,False
ri7LOsk5W_xGVfxhXFHY5Q,NV,True,True,True,True,True,True,True
-xxzSe1uXmn1YmhW4DfJdA,NV,False,True,True,True,True,True,False
wnjFEC-w0qWnyDnO8k1RpA,TN,False,True,True,True,True,True,True
qmxmUc4xzNt3ogaZLH8Eiw,NJ,False,True,True,True,True,True,True
2Q1R2OhBbAQ581vK_r7NhA,PA,True,True,True,True,True,True,True
OAkcBAwedonnwT3Wf_DqTw,IN,True,True,True,True,True,True,True
VzKca5jeWbfDeqzZZRElzQ,NJ,False,True,True,True,True,True,True
tiEkH6TbOQMZHRo46rmdTA,NJ,False,True,True,True,True,True,True
DZdE09qqCcX7Atf3Df7Yqg,TN,False,True,True,True,True,True,True
d0QTTDE7cZnUKj2S7q-2tw,NJ,True,True,True,True,True,True,True
Uuzewy2CLg_XCekRhA0PIg,TN,False,False,False,True,True,False,False
0fYRCLVFWte0uo-1W7gJGQ,TN,True,True,True,True,True,True,True
WT4XIJbg_KrZ2zjt-rQg5g,TN,False,True,True,True,True,True,True
LktIfbmd3k0kDiWibGw7DQ,IN,True,True,True,True,True,True,True
F3dxQiOwN55rSLw-BNSq6A,CA,True,True,True,True,True,True,True
l1gRtJfoYe4LDFeKM9kWkQ,IN,True,True,True,True,True,True,True
2rQFgavS-942RapZTBSBTw,PA,True,True,True,True,True,True,True
HLUmBWVg58JHhPz1T_Ncmg,FL,True,True,True,True,True,True,True
b2dUnsz9zDc93WxJIlql1w,FL,True,True,True,True,True,True,True
PxEiXqMAzzvp8GFlb5EoLg,PA,True,True,True,True,True,True,True
S-srtrb6wGnOXQHR8KewyQ,LA,True,True,True,True,True,True,True
tUDZnYQe7aD2VU3Syia_RQ,TN,False,True,True,True,True,True,True
Sy4FzB7QviY06JymSB211Q,IN,False,True,True,True,True,True,True
UCMSWPqzXjd7QHq7v8PJjQ,AZ,False,True,True,True,True,True,True
OIES_WhdNux3PmvSuPM-8Q,FL,False,True,True,True,True,True,True
iWIu2qrim1PSNE0CRLyqpg,FL,False,False,False,False,True,True,False
bRhnVTfuxDchyFguyDzuDQ,PA,True,True,True,True,True,True,True
zQ4yPiqoyMtoohGpEip7zw,NV,True,True,True,True,True,True,True
qt1o4H9O9lBwqf3K7GGFag,FL,True,True,True,True,True,True,True
eqNutOMnPqKa9QDAY6KfEw,PA,False,True,True,True,True,True,True
_9JumTIHEQgTV9-gGe_TWg,PA,True,True,True,True,True,True,True
UGebrYgNZrMzbGbcI01JWA,FL,True,True,True,True,True,True,True
_9gn7gLs0YOjPfVcdvqRBg,FL,True,True,True,True,True,True,True
pym7c6ZFEtmoH16xN2ApBg,LA,True,True,True,True,True,True,True
EjFp57Nd4bVgb5GNn-XnuA,FL,True,True,True,True,True,True,True
UEFsT8vkq9SZHGurK7aQFg,MO,True,True,True,True,True,True,True
wPViqOIThG5W_p4FKGqjrQ,MO,False,True,True,True,True,True,True
CPFKi2lZJazP6IdtCdDDyg,NV,False,True,True,True,True,True,True
7lwe7n-Yc-V9E_HfLAeylg,PA,True,True,True,True,True,True,True
Bt7NBqA31uOI4H_hvasLLg,LA,False,False,False,True,True,True,True
fGWB27viKPTuQYS4LA9pDQ,FL,True,True,True,True,True,True,False
UNRqCfwvvcU7jdbvExbhDg,PA,True,True,True,True,True,True,True
5m3ND7lNNd6zo-bNQGoXhQ,PA,True,True,True,True,True,True,True
9XkgYvXhYibe85V6mNE_TQ,TN,True,True,True,True,True,True,True
DW4ST1K1QWMangu5pUROSQ,PA,True,True,True,True,True,True,True
oBhJuukGRqPVvYBfTkhuZA,PA,False,True,True,True,True,True,True
C1QkJ4s_p3hMTrvOgM7ssA,FL,False,True,True,True,True,True,True
WO5nr-4sjVs506BdCLL0aA,FL,True,True,True,True,True,True,True
cljHYek6vHtqUgUsnJBqmA,MO,True,True,True,True,True,True,True
rW7rfbM6Y-BQMsIbHZFDsw,LA,True,True,True,True,True,True,True
aq26RY75PlTNsviW6wUC9A,AZ,True,True,True,True,True,True,True
-zsvmEbkd-K9K2DAAKqiEQ,FL,False,True,True,True,True,True,True
YgMZm_alGFUeQO4hz9X9VA,PA,True,True,True,True,True,True,True
m1EGAIfFEN9nG2_bJqnAcQ,NV,True,True,True,True,True,True,True
jtA6T109__s6D0GL5Izbtg,PA,False,True,True,True,True,True,True
5R6YO6K9PkthkTbXqV9slQ,DE,True,True,True,True,True,True,True
wn1rS1Ga9xZ1BIMffnJW5A,NJ,False,True,True,True,True,True,True
tzVLTQNUtiCAxUZmEuF0vQ,PA,False,True,True,True,True,True,True
8QJTzIaR5FceGds8HBSIig,AZ,True,True,True,True,True,True,True
lIcpuosu_UVSy-sfWDecoQ,MO,True,True,True,True,True,True,True
ppV8AwESFjlG5FSRXdvtyg,IN,False,True,True,True,True,True,True
gEJ3a8-m6VB827e6GHromw,MO,False,True,True,True,True,True,True
vOgQnvKbE4nMopFTjoL8Gg,TN,True,True,True,True,True,True,False
G2W56pUxgJs7UzGcSL0EdQ,LA,False,False,False,True,True,True,True
jrXGF0GlXZZgA__9PSPt1w,NJ,True,True,True,True,True,True,True
Jr90GZ4uthyYp7407eyutQ,FL,False,True,True,True,True,True,True
5jXiZ23pb-xf457uNM2yZg,TN,False,True,True,True,True,True,True
e86IBzGCsrnhJbD_wELj7w,MO,True,True,True,True,True,True,True
oqP1oQEycpp4J6u5YebRoQ,FL,False,True,True,True,True,True,True
2wwhMKlfpOd0dpk_AQdt8w,LA,False,True,True,True,True,True,True
ld1b8y_PHH6Mn_e7T0u04g,PA,True,True,True,True,True,True,True
VMJvz4jqc06fvlfvloDVZg,TN,True,True,True,True,True,True,False
uAbUh-mivr8AFoEbk-gANA,FL,False,True,True,True,True,True,True
jnZYD2UCGziWwGsUxybkFw,IN,False,True,True,True,True,True,True
X-BZp1KMgGzKkf_92Y3fWw,LA,False,False,False,True,True,True,True
WxFfnTx_VAT_ORvqHAfYNw,PA,True,True,True,True,True,True,True
M2m_SM9GpIbct2a_hOGzag,TN,True,True,True,True,True,False,False
HDuR_Dtb5xLQyTbz53DJ9Q,AZ,True,True,True,True,True,True,True
B03ajYBGDkZrIDB9lRTwUg,TN,True,True,True,True,True,True,True
KBsLYznLfnJEY3RIBUZe0Q,NV,False,True,True,True,True,True,True
aI2w94F3TvIuPTcflKVCJQ,LA,True,True,True,True,True,True,True
qAsPmtzmj3EAUjPSu-dqug,AZ,True,True,True,True,True,True,True
LHSTtnW3YHCeUkRDGyJOyw,PA,False,False,True,True,True,True,True
zTp2lpm3z5tVk62rA-pCdQ,IN,False,False,True,True,True,True,False
4u4njx79dMrXNhbRFHjG8A,LA,True,True,True,True,True,False,True
6xrDP4-S2mky3wOprv686A,LA,True,True,True,True,True,True,True
5Ce3lZksYVkCbrihqylVHQ,AZ,True,True,True,True,True,True,False
76xVA7wmqKLURF0tN82N5w,PA,False,False,True,True,True,True,True
ut6fi2W2YaipNOqvi7e0jw,IN,False,True,True,True,True,True,True
kf8HXRAZxtC7xVR0Tg-rhA,NV,True,True,True,True,True,True,True
_v3DcLatG70adfYzWTd-CQ,CA,True,True,True,True,True,True,False
nnZIsmpIQnuQY5S-MoGyvg,ID,True,True,True,True,True,True,True
4ulvTVp4_eXb3XVMrXfRyQ,FL,True,True,True,True,True,True,True
FYIL5duVgc9eLyYw6hobmw,TN,True,True,True,True,True,True,True
c8rjE6NcfeyzLB_aU1GdMA,PA,True,True,True,True,True,True,True
71b0dSgq1XTYYYWs24Fhow,FL,False,True,True,True,True,True,True
NmzXH-HdWp-Sxdfnw3imUQ,PA,False,True,True,True,True,True,True
ONuqYwEjR0WOSeVf0km1Jg,MO,True,True,True,True,True,True,True
Omgbjm2M8GwCM-nK_sXOsA,DE,True,True,True,True,True,True,True
y3iKFTk_sgIXCT6fNcBn_Q,FL,True,True,True,True,True,True,True
Taz6NSxODzkOe3Mknsh8XQ,IL,True,True,True,True,True,True,True
WJeipqBVdQmVhnYrXlLb7A,NJ,True,True,True,True,True,True,True
4NidY2tw42l6iobbtai_kA,LA,True,False,True,True,True,True,True
X7YBx8CybmIPymZ0ThCmng,MO,True,True,True,True,True,True,False
62hyRsi4-6pskqkgZGst8Q,PA,False,True,True,True,True,True,True
l9mfP_p3LetJNM9V0XKmkw,FL,True,True,True,True,True,True,True
rVfe1LHo55A2fworkm_jVw,PA,False,False,True,True,True,True,True
VOGWnQHijIpURf4eNSvIaw,FL,True,True,True,True,True,True,True
bMpKXcKFetJQsa42UR25cQ,LA,True,True,True,True,True,True,True
FnDIgu-rwGr1P8_hFHBocQ,IN,True,True,True,True,True,True,True
4yKv0SEpuJDHECFinhifWQ,ID,True,True,True,True,True,True,True
YlEBQLfRHocJDn4gRlgczw,FL,False,True,True,True,True,True,True
k6XrnjX2TBM_nDzD_XA9NQ,NV,True,True,True,True,True,True,True
xL8ZyE0hDgumUdMt7QESXw,IN,True,True,True,True,True,True,True
37yDMpWI6HBO2iW8slv7_Q,MO,True,True,True,True,True,True,True
2JvQsqJ5-bJGf_jVQKakDQ,MO,True,True,True,True,True,True,False
7tTV8KR1HpWFL4iXFizJ1w,NV,False,False,False,False,False,False,False
T91QQ82DRr7LVHFs5A0G0g,FL,True,True,True,True,True,True,True
-ksLHy9XXZVYuIVowdRc_w,IN,False,True,True,True,True,True,False
EBn3U4mpnIRLIy2lKuilRQ,TN,False,True,True,True,True,True,True
sdWuLh-auc0nC2Jy6_26AQ,PA,True,True,True,True,True,True,True
o2ETM4XZXENkzuAaYT2GIg,MO,False,True,True,True,True,True,True
ncxN9II-MeXRudUrE3GVsA,PA,True,True,True,True,True,True,True
1JHPRGTHrrSIcKDGzsXddQ,IN,False,True,True,True,True,True,True
1Pxg1AMf0rEn9QF__ZYoWw,TN,True,True,True,True,True,True,False
TqgsB91kKWjU4aKGR4GCgQ,PA,True,True,True,True,True,True,True
CGVpuQ3FpPWyYFQJQlsjLQ,FL,False,True,True,True,True,True,True
nPgRFNyRYW5xG4MkWzc_iQ,PA,True,True,True,True,True,True,True
ajfBGoRGUzhD0fTXLENcrw,LA,False,True,True,True,True,False,False
SkQoz2Fi-z1Jz-0Oo-jtcg,IN,True,True,True,True,True,True,False
xHdekRjTK93GR2AgtvrtgQ,AZ,False,True,True,True,True,True,True
v_k6TaygyFq1YkjdtwPWpQ,PA,True,True,True,True,True,True,True
16zHT7zp6K9IEQZ1oW6xXg,NJ,True,True,True,True,True,True,True
zOXvoQVFElBEhz__YT6VNw,TN,False,False,False,False,False,True,False
iHV3uBo1N9ETBtuEqdDsWQ,IN,False,True,True,True,True,True,True
iZcob4XzyjQnF1QB5ffAcg,PA,True,True,True,True,True,True,True
REns5fQe45Nk_D2UwQyr0w,PA,True,True,True,True,True,True,True
k3EQAQGptzHzl6oEoas61w,FL,True,True,True,True,True,True,True
PjpfBYGzQj6fdiuf4tNLsg,LA,False,True,True,True,True,True,True
oVlS3TqJLq6ogSo9tI_U0Q,FL,True,True,True,True,True,True,True
Yv9KUZ-N3otoKUtToPPxAg,PA,False,True,True,True,True,True,True
MAIfD4kJDCydgoD1l2b_vw,CA,True,True,True,True,True,True,True
Y1QKeVZSvhnAZnO26SK6QQ,TN,True,True,True,True,True,True,True
HLNtxaFvvHFx9whiptQzOg,IN,True,True,True,True,True,True,True
fr67UaP1fmBAxQRUxZc7gg,PA,True,True,True,True,True,True,True
TcxygVM59WZrP11nlIMIOg,PA,True,True,True,True,True,True,True
R0HjMCL_m5wjBeUpOXqzdA,FL,False,True,True,True,True,True,True
XX2PSfT4xuHq0yuoPIge1A,IN,True,True,True,True,True,True,True
Xnh8DIy3lef1VXZbq4buZQ,FL,True,True,True,True,True,True,True
lTqAGjcQHeY3eTXBTIcvkA,TN,True,True,True,True,True,True,True
mLNSOU8Ki0Fm09xd6ZKkcA,FL,False,True,True,True,True,True,True
xR3inMR2KceU3b9dhkz_tw,IL,True,True,True,True,True,True,False
SJIQFKTW6uUsOo29w9IHxw,LA,True,True,True,True,True,True,True
Ppmdzznk7jR8YRyei79_Xg,PA,False,True,True,True,True,True,True
xrzpuSMX3VVjzAGXu6yjRQ,FL,False,False,False,False,True,True,False
yJqN-U9dUylYEwTr8SBP1Q,FL,False,True,True,True,True,True,True
dSPA4yql9vUwnYRxHiVtHA,PA,True,True,True,True,True,True,True
YdpDpp130fxiX2DUdQLSqg,DE,False,True,True,True,True,True,False
Q5odYgHa-ApKOPVrEFmRQA,FL,True,True,True,True,True,True,True
h2z8V4L63QUSjacduwV82w,FL,True,True,True,True,True,True,True
CR4JNMaB4FLBuqgyj79ZRQ,AZ,False,True,True,True,True,True,True
HS-C-IIAcqMo9oi5w2OYLg,LA,True,True,True,True,True,True,True
ABp0BSeiYty6EpVW2ScO-w,LA,False,True,True,True,True,True,True
h0Gy4HEgeZvN9kb3_rB5JA,PA,True,True,True,True,True,True,True
QrO4-F28JK4mQLP3eDbQ0A,MO,False,False,True,True,True,True,True
b2IDM2SC0HkcflLl_nSTrA,IN,True,True,True,True,True,True,True
nvb8SFi1-LzaQHEhUnw_7g,FL,True,True,True,True,True,True,True
oYzq49fG7jokPLQ38bFMOw,PA,False,True,True,True,True,True,True
BWITd9JUXP3gSi1z3Y-z8g,PA,False,True,True,True,True,True,True
tr5Os7k3FpPz7NbWYwZa5Q,PA,False,True,True,True,True,True,False
4JQ0hePJAlBepDzb20_32g,FL,False,True,True,True,True,True,False
caGpaptBP4BKJkpH5W6cvA,AZ,False,True,True,True,True,True,True
m4lkv5ksqtdXvlIVIftH_A,PA,True,True,True,True,True,True,True
cg4JFJcCxRTTMmcg9O9KtA,FL,True,True,True,True,True,True,True
MaYb7qMN6BomP1zQGj3Wjg,MO,True,True,True,True,True,True,True
ce7Wffm49SAZognYApebUw,LA,True,True,True,True,True,True,True
FOtDhobe5Os8A7zSI_MvrA,FL,False,True,True,True,True,True,True
8LonS_bxNmCDk3FWiG9lzA,PA,False,True,True,True,True,True,True
VgsbZSm5NRaDg2ds_FDBrg,ID,True,True,True,True,True,True,True
64i1xdiU1Wvo1Cuu0erFGA,NJ,True,True,True,True,True,True,True
Iz3nG8ikhvLob4w8jLRlCg,NJ,True,True,True,True,True,True,True
fw9YFfQnoOKlVnUdUCT0OA,LA,True,True,True,True,True,True,True
-7GjicSH_rM8JeZGCXGcUg,FL,True,True,True,True,True,True,True
